,Id,Title,Year,ImdbLink,IMDBScore,FirstGenre,SecondGenre,ThirdGenre,Director,FirstLeadingActor,SecondLeadingActor,ThirdLeadingActor,Poster
2301,2301,Auggie Rose (2000),2000,http://www.imdb.com/title/tt0219519,6.3,Drama,Mystery,Romance,Matthew Tabak,Jeff Goldblum,Anne Heche,Nancy Travis,"https://images-na.ssl-images-amazon.com/images/M/MV5BNzk2MjgwNzE3MV5BMl5BanBnXkFtZTcwMDM3NTkxMQ@@._V1_UX182_CR0,0,182,268_AL_.jpg"
2302,2302,The Life Aquatic with Steve Zissou (2004),2004,http://www.imdb.com/title/tt0362270,7.3,Adventure,Comedy,Drama,Wes Anderson,Bill Murray,Owen Wilson,Anjelica Huston,"https://images-na.ssl-images-amazon.com/images/M/MV5BMTYzODYzNzg2MF5BMl5BanBnXkFtZTcwMTkzOTQzMw@@._V1_UY268_CR0,0,182,268_AL_.jpg"
2303,2303,The Aviator (2004),2004,http://www.imdb.com/title/tt0338751,7.5,Biography,Drama,History,Martin Scorsese,Leonardo DiCaprio,Cate Blanchett,Kate Beckinsale,"https://images-na.ssl-images-amazon.com/images/M/MV5BZTYzMjA2M2EtYmY1OC00ZWMxLThlY2YtZGI3MTQzOWM4YjE3XkEyXkFqcGdeQXVyMTQxNzMzNDI@._V1_UX182_CR0,0,182,268_AL_.jpg"
2304,2304,The Phantom of the Opera (2004),2004,http://www.imdb.com/title/tt0293508,7.3,Drama,Musical,Romance,Joel Schumacher,Gerard Butler,Emmy Rossum,Patrick Wilson,"https://images-na.ssl-images-amazon.com/images/M/MV5BNDczNzg4OTM3MV5BMl5BanBnXkFtZTcwOTQzMTEzMw@@._V1_UX182_CR0,0,182,268_AL_.jpg"
2305,2305,Beyond the Sea (2004),2004,http://www.imdb.com/title/tt0363473,6.7,Biography,Drama,Music,Kevin Spacey,Kevin Spacey,Kate Bosworth,John Goodman,"https://images-na.ssl-images-amazon.com/images/M/MV5BMTY2MzI0ODE3NF5BMl5BanBnXkFtZTYwODI4NDM3._V1_UX182_CR0,0,182,268_AL_.jpg"
2306,2306,In Good Company (2004),2004,http://www.imdb.com/title/tt0385267,6.5,Comedy,Drama,Romance,Paul Weitz,Dennis Quaid,Topher Grace,Scarlett Johansson,"https://images-na.ssl-images-amazon.com/images/M/MV5BMTQ4Nzc4NTc0NV5BMl5BanBnXkFtZTcwMTkyNjcyMQ@@._V1_UX182_CR0,0,182,268_AL_.jpg"
2307,2307,The Assassination of Richard Nixon (2004),2004,http://www.imdb.com/title/tt0364961,7,Biography,Crime,Drama,Niels Mueller,Sean Penn,Naomi Watts,Don Cheadle,"https://images-na.ssl-images-amazon.com/images/M/MV5BNDUxNzYxNjk5Nl5BMl5BanBnXkFtZTcwNDg5NTcyMQ@@._V1_UX182_CR0,0,182,268_AL_.jpg"
2308,2308,Fat Albert (2004),2004,http://www.imdb.com/title/tt0396592,4.3,Comedy,Family,Fantasy,Joel Zwick,Kenan Thompson,Kyla Pratt,Omarion,"https://images-na.ssl-images-amazon.com/images/M/MV5BMTg2MzYxMDI2M15BMl5BanBnXkFtZTYwNTAzNTM3._V1_UX182_CR0,0,182,268_AL_.jpg"
2309,2309,White Noise (2005),2005,http://www.imdb.com/title/tt0375210,5.5,Drama,Horror,Mystery,Geoffrey Sax,Michael Keaton,Deborah Kara Unger,Ian McNeice,"https://images-na.ssl-images-amazon.com/images/M/MV5BNWVkNGY2NTgtNWVhNi00NWU3LWE4NWMtNDFjMzA1N2QzMjQyXkEyXkFqcGdeQXVyMTQxNzMzNDI@._V1_UX182_CR0,0,182,268_AL_.jpg"
2310,2310,Underclassman (2005),2005,http://www.imdb.com/title/tt0373416,4.1,Action,Comedy,Crime,Marcos Siega,Hugh Bonneville,Shawn Ashmore,Kelly Hu,"https://images-na.ssl-images-amazon.com/images/M/MV5BMTAyMTk0Mjg4ODheQTJeQWpwZ15BbWU3MDk0NzEyMzE@._V1_UY268_CR3,0,182,268_AL_.jpg"
2311,2311,Stander (2003),2003,http://www.imdb.com/title/tt0326208,7.2,Action,Biography,Crime,Bronwen Hughes,Thomas Jane,David O'Hara,Dexter Fletcher,"https://images-na.ssl-images-amazon.com/images/M/MV5BMTU4MTgyMDcwMV5BMl5BanBnXkFtZTcwNjA0NTYyMQ@@._V1_UX182_CR0,0,182,268_AL_.jpg"
2312,2312,Wizards (1977),1977,http://www.imdb.com/title/tt0076929,6.5,Animation,Adventure,Fantasy,Ralph Bakshi,Bob Holt,Jesse Welles,Richard Romanus,"https://images-na.ssl-images-amazon.com/images/M/MV5BOGVmZDIwZjItNTY4Mi00NDE2LTg3NTYtMTNjNThlOThiMWFlL2ltYWdlXkEyXkFqcGdeQXVyNTAyODkwOQ@@._V1_UX182_CR0,0,182,268_AL_.jpg"
2313,2313,The Life and Death of Peter Sellers (2004),2004,http://www.imdb.com/title/tt0352520,7,Biography,Comedy,Drama,Stephen Hopkins,Geoffrey Rush,Charlize Theron,Emily Watson,"https://images-na.ssl-images-amazon.com/images/M/MV5BMTI2NTA1NTAxOV5BMl5BanBnXkFtZTcwODIzMzcyMQ@@._V1_UY268_CR6,0,182,268_AL_.jpg"
2314,2314,Appleseed (2004),2004,http://www.imdb.com/title/tt0401233,7,Animation,Action,Drama,Shinji Aramaki,Ai Kobayashi,JĂ»rĂ´ta Kosugi,Yuki Matsuoka,"https://images-na.ssl-images-amazon.com/images/M/MV5BMTg5OTkyODE2MF5BMl5BanBnXkFtZTcwMzAxOTU4MQ@@._V1_UY268_CR4,0,182,268_AL_.jpg"
2315,2315,The Stickup (2002),2002,http://www.imdb.com/title/tt0307507,6.5,Action,Crime,Mystery,Rowdy Herrington,James Spader,Leslie Stefanson,David Keith,"https://images-na.ssl-images-amazon.com/images/M/MV5BOTM3Njg1MTMzN15BMl5BanBnXkFtZTcwNDQ4OTQyMQ@@._V1_UY268_CR3,0,182,268_AL_.jpg"
2316,2316,Elektra (2005),2005,http://www.imdb.com/title/tt0357277,4.8,Action,Crime,Fantasy,Rob Bowman,Jennifer Garner,Goran Visnjic,Will Yun Lee,"https://images-na.ssl-images-amazon.com/images/M/MV5BMTI3MTUwNzM5MV5BMl5BanBnXkFtZTcwNzczMDIzMw@@._V1_UX182_CR0,0,182,268_AL_.jpg"
2317,2317,Racing Stripes (2005),2005,http://www.imdb.com/title/tt0376105,5.2,Adventure,Comedy,Drama,Frederik Du Chau,Frankie Muniz,David Spade,Snoop Dogg,"https://images-na.ssl-images-amazon.com/images/M/MV5BMjE0NDA2MTQwM15BMl5BanBnXkFtZTcwMzYxNDcyMQ@@._V1_UX182_CR0,0,182,268_AL_.jpg"
2318,2318,Coach Carter (2005),2005,http://www.imdb.com/title/tt0393162,7.2,Biography,Drama,Sport,Thomas Carter,Samuel L. Jackson,Rick Gonzalez,Robert Ri'chard,"https://images-na.ssl-images-amazon.com/images/M/MV5BNWYxZWFiNTItN2FkNS00ZDJmLWE1MWItYjMyMTgyOTI4MmQ4XkEyXkFqcGdeQXVyMTQxNzMzNDI@._V1_UX182_CR0,0,182,268_AL_.jpg"
2319,2319,Memories of Murder (2003),2003,http://www.imdb.com/title/tt0353969,8.1,Crime,Drama,Mystery,Bong Joon Ho,Kang-ho Song,Sang-kyung Kim,Roe-ha Kim,"https://images-na.ssl-images-amazon.com/images/M/MV5BZWYyYTk5ODQtNjFjZi00ZDFlLWEwNGEtNGQwZTdmYWRhNmU3L2ltYWdlXkEyXkFqcGdeQXVyNTAyODkwOQ@@._V1_UX182_CR0,0,182,268_AL_.jpg"
2320,2320,The Chase (1994),1994,http://www.imdb.com/title/tt0109402,5.8,Action,Adventure,Comedy,Adam Rifkin,Charlie Sheen,Kristy Swanson,Henry Rollins,"https://images-na.ssl-images-amazon.com/images/M/MV5BMTYyMTU2MDk3MF5BMl5BanBnXkFtZTcwNjAxNTAzMQ@@._V1_UY268_CR3,0,182,268_AL_.jpg"
2321,2321,Sommersturm (2004),2004,http://www.imdb.com/title/tt0420206,7.4,Comedy,Drama,Romance,Marco Kreuzpaintner,Robert Stadlober,Kostja Ullmann,Miriam Morgenstern,"https://images-na.ssl-images-amazon.com/images/M/MV5BMTIwMDY2NDMwMF5BMl5BanBnXkFtZTcwMjU2NDAzMQ@@._V1_UX182_CR0,0,182,268_AL_.jpg"
2322,2322,Assault on Precinct 13 (2005),2005,http://www.imdb.com/title/tt0398712,6.3,Action,Crime,Drama,Jean-FranĂ§ois Richet,Ethan Hawke,Laurence Fishburne,Gabriel Byrne,"https://images-na.ssl-images-amazon.com/images/M/MV5BMTk4OTM3ODU4NF5BMl5BanBnXkFtZTcwNTM0NjcyMQ@@._V1_UX182_CR0,0,182,268_AL_.jpg"
2323,2323,Are We There Yet? (2005),2005,http://www.imdb.com/title/tt0368578,4.6,Adventure,Comedy,Family,Brian Levant,Ice Cube,Nia Long,Aleisha Allen,"https://images-na.ssl-images-amazon.com/images/M/MV5BZWYwZGI3MTgtMTNiZS00ZWYyLThmYjAtMjkwZTU4M2IxNjI5XkEyXkFqcGdeQXVyMTQxNzMzNDI@._V1_UX182_CR0,0,182,268_AL_.jpg"
2324,2324,Alone in the Dark (2005),2005,http://www.imdb.com/title/tt0369226,2.3,Action,Fantasy,Horror,Uwe Boll,Christian Slater,Tara Reid,Stephen Dorff,"https://images-na.ssl-images-amazon.com/images/M/MV5BNWY1YmM0YWEtMzNhZi00MjNiLWI1YTctYTg0ZWEyYzE3OTllXkEyXkFqcGdeQXVyNzI1MDI1NDU@._V1_UX182_CR0,0,182,268_AL_.jpg"
2325,2325,Hide and Seek (2005),2005,http://www.imdb.com/title/tt0382077,5.9,Drama,Horror,Mystery,John Polson,Robert De Niro,Dakota Fanning,Famke Janssen,"https://images-na.ssl-images-amazon.com/images/M/MV5BMjA1MDkxNDY4OV5BMl5BanBnXkFtZTYwMzE4ODc3._V1_UY268_CR1,0,182,268_AL_.jpg"
2326,2326,Boogeyman (2005),2005,http://www.imdb.com/title/tt0357507,4.1,Drama,Horror,Mystery,Stephen Kay,Barry Watson,Emily Deschanel,Lucy Lawless,"https://images-na.ssl-images-amazon.com/images/M/MV5BZWE1MDkyNzQtMTNjMC00OTU4LWE5NTctM2M0N2Y1OTE5NDAyXkEyXkFqcGdeQXVyMTQxNzMzNDI@._V1_UX182_CR0,0,182,268_AL_.jpg"
2327,2327,Magic in the Water (1995),1995,http://www.imdb.com/title/tt0113737,5.9,Adventure,Family,Fantasy,Rick Stevenson,Mark Harmon,Harley Jane Kozak,Joshua Jackson,"https://images-na.ssl-images-amazon.com/images/M/MV5BMTk4MzM4MTI2OF5BMl5BanBnXkFtZTcwNDE0MzcyMQ@@._V1_UY268_CR2,0,182,268_AL_.jpg"
2328,2328,Alice in Wonderland (1999),1999,http://www.imdb.com/title/tt0164993,6.3,Adventure,Comedy,Family,Nick Willing,Tina Majorino,Whoopi Goldberg,Robbie Coltrane,"https://images-na.ssl-images-amazon.com/images/M/MV5BMTQ2MTcwNjAwNF5BMl5BanBnXkFtZTcwMzMyMzYxMQ@@._V1_UY268_CR3,0,182,268_AL_.jpg"
2329,2329,Double Dragon (1994),1994,http://www.imdb.com/title/tt0106761,3.7,Action,Adventure,Comedy,James Yukich,Robert Patrick,Mark Dacascos,Scott Wolf,"https://images-na.ssl-images-amazon.com/images/M/MV5BMGZjNGUyMmEtNDIwYy00NWVjLTk4YzUtYTRiYjBhZDQ0ZmJiXkEyXkFqcGdeQXVyMTQxNzMzNDI@._V1_UX182_CR0,0,182,268_AL_.jpg"
2330,2330,The Ballad of the Sad Cafe (1991),1991,http://www.imdb.com/title/tt0101404,6.5,Comedy,Drama,Mystery,Simon Callow,Vanessa Redgrave,Keith Carradine,Cork Hubbert,"https://images-na.ssl-images-amazon.com/images/M/MV5BMjE1NTIxMjMzOV5BMl5BanBnXkFtZTcwNjc1NTcyMQ@@._V1_UY268_CR3,0,182,268_AL_.jpg"
2331,2331,The Bunker (2001),2001,http://www.imdb.com/title/tt0252963,5.5,Drama,Horror,Mystery,Rob Green,Jason Flemyng,Andrew Tiernan,Christopher Fairbank,"https://images-na.ssl-images-amazon.com/images/M/MV5BMTE5OTg4MDIzNF5BMl5BanBnXkFtZTcwMzAzNTUyMQ@@._V1_UY268_CR3,0,182,268_AL_.jpg"
2332,2332,2009: Lost Memories (2002),2002,http://www.imdb.com/title/tt0294252,6.2,Action,Drama,Sci-Fi,Si-myung Lee,Dong-Gun Jang,TĂ´ru Nakamura,Jin-ho Seo,"https://images-na.ssl-images-amazon.com/images/M/MV5BMjAyODMzMTYwMF5BMl5BanBnXkFtZTcwNDU5MjcyMQ@@._V1_UY268_CR3,0,182,268_AL_.jpg"
2333,2333,Howl's Moving Castle (2004),2004,http://www.imdb.com/title/tt0347149,8.2,Animation,Adventure,Family,Hayao Miyazaki,Chieko BaishĂ´,Takuya Kimura,Tatsuya GashĂ»in,"https://images-na.ssl-images-amazon.com/images/M/MV5BMTY1OTg0MjE3MV5BMl5BanBnXkFtZTcwNTUxMTkyMQ@@._V1_UX182_CR0,0,182,268_AL_.jpg"
2334,2334,Boh lei chun (1999),1999,http://www.imdb.com/title/tt0184526,6,Action,Comedy,Romance,Vincent Kok,Jackie Chan,Qi Shu,Tony Chiu-Wai Leung,"https://images-na.ssl-images-amazon.com/images/M/MV5BMjE1NjMzODkxNV5BMl5BanBnXkFtZTcwMzk2NDMyMQ@@._V1_UY268_CR4,0,182,268_AL_.jpg"
2335,2335,The Nomi Song (2004),2004,http://www.imdb.com/title/tt0402406,7.4,Documentary,Biography,Music,Andrew Horn,Klaus Nomi,Ann Magnuson,David Bowie,"https://images-na.ssl-images-amazon.com/images/M/MV5BMTgzMDY2NDExNl5BMl5BanBnXkFtZTcwNTQzMjkyMQ@@._V1_UX182_CR0,0,182,268_AL_.jpg"
2336,2336,Pooh's Heffalump Movie (2005),2005,http://www.imdb.com/title/tt0407121,6.4,Animation,Comedy,Family,Frank Nissen,Jim Cummings,Brenda Blethyn,Kyle Stanger,"https://images-na.ssl-images-amazon.com/images/M/MV5BMTUyOTk5MDM4N15BMl5BanBnXkFtZTcwMTM0NDcyMQ@@._V1_UX182_CR0,0,182,268_AL_.jpg"
2337,2337,Bride & Prejudice (2004),2004,http://www.imdb.com/title/tt0361411,6.2,Comedy,Drama,Musical,Gurinder Chadha,Martin Henderson,Aishwarya Rai Bachchan,Nadira Babbar,"https://images-na.ssl-images-amazon.com/images/M/MV5BMTU1MzkyNTAxOF5BMl5BanBnXkFtZTcwNTg2OTgyMQ@@._V1_UY268_CR4,0,182,268_AL_.jpg"
2338,2338,Constantine (2005),2005,http://www.imdb.com/title/tt0360486,6.9,Drama,Fantasy,Horror,Francis Lawrence,Keanu Reeves,Rachel Weisz,Djimon Hounsou,"https://images-na.ssl-images-amazon.com/images/M/MV5BMTE5NDk5NTUyN15BMl5BanBnXkFtZTYwNzUyMDA3._V1_UX182_CR0,0,182,268_AL_.jpg"
2339,2339,Son of the Mask (2005),2005,http://www.imdb.com/title/tt0362165,2.2,Comedy,Family,Fantasy,Lawrence Guterman,Jamie Kennedy,Traylor Howard,Alan Cumming,"https://images-na.ssl-images-amazon.com/images/M/MV5BMTI3Mjg5NjI3OV5BMl5BanBnXkFtZTcwNDkwODcyMQ@@._V1_UY268_CR2,0,182,268_AL_.jpg"
2340,2340,Because of Winn-Dixie (2005),2005,http://www.imdb.com/title/tt0317132,6.4,Comedy,Drama,Family,Wayne Wang,AnnaSophia Robb,Jeff Daniels,Eva Marie Saint,"https://images-na.ssl-images-amazon.com/images/M/MV5BMTA3NDYzNDE0MjBeQTJeQWpwZ15BbWU3MDc3NjA3MzM@._V1_UX182_CR0,0,182,268_AL_.jpg"
2341,2341,Beautiful Boxer (2004),2004,http://www.imdb.com/title/tt0401248,7.2,Action,Biography,Drama,Ekachai Uekrongtham,Asanee Suwan,Sorapong Chatree,Orn-Anong Panyawong,"https://images-na.ssl-images-amazon.com/images/M/MV5BMzEzMDc2NDA4MV5BMl5BanBnXkFtZTcwNjQwNDk5Ng@@._V1_UY268_CR3,0,182,268_AL_.jpg"
2342,2342,Nochnoy dozor (2004),2004,http://www.imdb.com/title/tt0403358,6.5,Action,Fantasy,Horror,Timur Bekmambetov,Konstantin Khabenskiy,Vladimir Menshov,Mariya Poroshina,"https://images-na.ssl-images-amazon.com/images/M/MV5BMjE0Nzk0NDkyOV5BMl5BanBnXkFtZTcwMjkzOTkyMQ@@._V1_UX182_CR0,0,182,268_AL_.jpg"
2343,2343,Dot the I (2003),2003,http://www.imdb.com/title/tt0326835,6.8,Drama,Romance,Thriller,Matthew Parkhill,Gael GarcĂ­a Bernal,Natalia Verbeke,James D'Arcy,"https://images-na.ssl-images-amazon.com/images/M/MV5BMTU2MDQ1NjM5N15BMl5BanBnXkFtZTcwNTY5ODcyMQ@@._V1_UX182_CR0,0,182,268_AL_.jpg"
2344,2344,Bright Leaves (2003),2003,http://www.imdb.com/title/tt0372806,7.2,Documentary,Biography,Comedy,Ross McElwee,Allan Gurganus,Paula Larke,Marilyn Levine,"https://images-na.ssl-images-amazon.com/images/M/MV5BMTUwODExNjM1OV5BMl5BanBnXkFtZTcwNTA4MzcyMQ@@._V1_UX182_CR0,0,182,268_AL_.jpg"
2345,2345,Kung Fu Hustle (2004),2004,http://www.imdb.com/title/tt0373074,7.8,Action,Comedy,Crime,Stephen Chow,Stephen Chow,Wah Yuen,Qiu Yuen,"https://images-na.ssl-images-amazon.com/images/M/MV5BMjQwNTMwODU0Ml5BMl5BanBnXkFtZTcwODkzNjgyMQ@@._V1_UX182_CR0,0,182,268_AL_.jpg"
2346,2346,Dr. Giggles (1992),1992,http://www.imdb.com/title/tt0104139,5.1,Comedy,Drama,Horror,Manny Coto,Larry Drake,Holly Marie Combs,Cliff De Young,"https://images-na.ssl-images-amazon.com/images/M/MV5BNGU0YjczMTItMzM2MS00MjhmLTk2OTktN2ViNjg0MGM5OTEzXkEyXkFqcGdeQXVyMTQxNzMzNDI@._V1_UX182_CR0,0,182,268_AL_.jpg"
2347,2347,Kontroll (2003),2003,http://www.imdb.com/title/tt0373981,7.7,Comedy,Crime,Drama,NimrĂłd Antal,SĂˇndor CsĂˇnyi,Eszter Balla,ZoltĂˇn Mucsi,"https://images-na.ssl-images-amazon.com/images/M/MV5BMjA3Nzk5MTE4Nl5BMl5BanBnXkFtZTcwMzEwODgyMQ@@._V1_UX182_CR0,0,182,268_AL_.jpg"
2348,2348,Diary of a Mad Black Woman (2005),2005,http://www.imdb.com/title/tt0422093,5.7,Comedy,Drama,Romance,Darren Grant,Kimberly Elise,Steve Harris,Tyler Perry,"https://images-na.ssl-images-amazon.com/images/M/MV5BMTIyOTA1NTg0NV5BMl5BanBnXkFtZTcwMzE2MzgyMQ@@._V1_UX182_CR0,0,182,268_AL_.jpg"
2349,2349,Gory Gory Hallelujah (2003),2003,http://www.imdb.com/title/tt0396041,4.7,Comedy,Fantasy,Horror,Sue Corcoran,Jeffrey Gilbert,Tim Gouran,Todd Licea,"https://images-na.ssl-images-amazon.com/images/M/MV5BMjA5Njg2MTY4MF5BMl5BanBnXkFtZTcwOTIxODcyMQ@@._V1_UY268_CR12,0,182,268_AL_.jpg"
2350,2350,The Pacifier (2005),2005,http://www.imdb.com/title/tt0395699,5.6,Action,Comedy,Drama,Adam Shankman,Vin Diesel,Brittany Snow,Max Thieriot,"https://images-na.ssl-images-amazon.com/images/M/MV5BMTQ2MTYxNzM3M15BMl5BanBnXkFtZTcwNTEzNTgyMQ@@._V1_UX182_CR0,0,182,268_AL_.jpg"
2351,2351,Walk on Water (2004),2004,http://www.imdb.com/title/tt0352994,7.4,Drama,Mystery,Thriller,Eytan Fox,Lior Ashkenazi,Knut Berger,Caroline Peters,"https://images-na.ssl-images-amazon.com/images/M/MV5BMzFhOGQ1NWUtZjhkZC00M2NlLTlmOGEtZDkwYmZlNDc0YWM5XkEyXkFqcGdeQXVyMjMyMzI4MzY@._V1_UY268_CR2,0,182,268_AL_.jpg"
2352,2352,Hostage (2005),2005,http://www.imdb.com/title/tt0340163,6.6,Action,Crime,Drama,Florent-Emilio Siri,Bruce Willis,Kevin Pollak,Serena Scott Thomas,"https://images-na.ssl-images-amazon.com/images/M/MV5BN2JiNmYzZGQtN2M0YS00NTdiLWE0ZTgtOTcxZDc4MTk0YzliXkEyXkFqcGdeQXVyNDk3NzU2MTQ@._V1_UY268_CR3,0,182,268_AL_.jpg"
2353,2353,Robots (2005),2005,http://www.imdb.com/title/tt0358082,6.3,Animation,Adventure,Comedy,Chris Wedge,Ewan McGregor,Halle Berry,Mel Brooks,"https://images-na.ssl-images-amazon.com/images/M/MV5BNDYyNjY1NjY1M15BMl5BanBnXkFtZTcwNjk5MDczMw@@._V1_UX182_CR0,0,182,268_AL_.jpg"
2354,2354,Kiss the Bride (2002),2002,http://www.imdb.com/title/tt0296711,5.5,Comedy,Drama,Romance,Vanessa Parise,Amanda Detmer,Sean Patrick Flanery,Brooke Langton,"https://images-na.ssl-images-amazon.com/images/M/MV5BMTU3MTI3OTYzMl5BMl5BanBnXkFtZTcwNDM1NDgyMQ@@._V1_UY268_CR13,0,182,268_AL_.jpg"
2355,2355,Blackball (2003),2003,http://www.imdb.com/title/tt0337879,5.5,Comedy,Drama,Sport,Mel Smith,Paul Kaye,James Cromwell,Alice Evans,"https://images-na.ssl-images-amazon.com/images/M/MV5BMTIwNjI5NDY2OV5BMl5BanBnXkFtZTcwMDg4MDYyMQ@@._V1_UY268_CR0,0,182,268_AL_.jpg"
2356,2356,Cronicas (2004),2004,http://www.imdb.com/title/tt0382621,6.9,Crime,Drama,Thriller,SebastiĂˇn Cordero,John Leguizamo,Alfred Molina,Leonor Watling,"https://images-na.ssl-images-amazon.com/images/M/MV5BMTY5MjcwNzUzM15BMl5BanBnXkFtZTcwNjc0NDIzMQ@@._V1_UY268_CR1,0,182,268_AL_.jpg"
2357,2357,Jigureul jikyeora! (2003),2003,http://www.imdb.com/title/tt0354668,7.4,Comedy,Drama,Fantasy,Joon-Hwan Jang,Ha-kyun Shin,Yun-shik Baek,Jung-min Hwang,"https://images-na.ssl-images-amazon.com/images/M/MV5BMTIyOTE3NDE0NV5BMl5BanBnXkFtZTcwMTM1NDAzMQ@@._V1_UY268_CR9,0,182,268_AL_.jpg"
2358,2358,Girl Crazy (1943),1943,http://www.imdb.com/title/tt0035942,7,Comedy,Musical,Romance,Norman Taurog,Mickey Rooney,Judy Garland,Gil Stratton,"https://images-na.ssl-images-amazon.com/images/M/MV5BMjAxNTA1MTA5MV5BMl5BanBnXkFtZTgwMDc1ODgwMzE@._V1_UY268_CR4,0,182,268_AL_.jpg"
2359,2359,The Boys & Girl from County Clare (2003),2003,http://www.imdb.com/title/tt0337631,6.6,Comedy,Music,Romance,John Irvin,Colm Meaney,Bernard Hill,Shaun Evans,"https://images-na.ssl-images-amazon.com/images/M/MV5BMTQ2NjEzNTc3NV5BMl5BanBnXkFtZTcwNjgzNTgyMQ@@._V1_UY268_CR1,0,182,268_AL_.jpg"
2360,2360,Ice Princess (2005),2005,http://www.imdb.com/title/tt0396652,6,Comedy,Drama,Family,Tim Fywell,Michelle Trachtenberg,Kim Cattrall,Trevor Blumas,"https://images-na.ssl-images-amazon.com/images/M/MV5BMTI1NjIzMzg5OF5BMl5BanBnXkFtZTcwMjI2ODcyMQ@@._V1_UX182_CR0,0,182,268_AL_.jpg"
2361,2361,Melinda and Melinda (2004),2004,http://www.imdb.com/title/tt0378947,6.5,Comedy,Drama,Romance,Woody Allen,Will Ferrell,Vinessa Shaw,Chiwetel Ejiofor,"https://images-na.ssl-images-amazon.com/images/M/MV5BMTI5MDM3NTEzMl5BMl5BanBnXkFtZTcwODA2MjgyMQ@@._V1_UX182_CR0,0,182,268_AL_.jpg"
2362,2362,Miss Congeniality 2: Armed and Fabulous (2005),2005,http://www.imdb.com/title/tt0385307,5,Action,Comedy,Crime,John Pasquin,Sandra Bullock,Regina King,William Shatner,"https://images-na.ssl-images-amazon.com/images/M/MV5BMjAxNzk2OTI2OV5BMl5BanBnXkFtZTcwODk0MDIzMw@@._V1_UX182_CR0,0,182,268_AL_.jpg"
2363,2363,D.E.B.S. (2004),2004,http://www.imdb.com/title/tt0367631,5.3,Action,Comedy,Romance,Angela Robinson,Sara Foster,Jordana Brewster,Devon Aoki,"https://images-na.ssl-images-amazon.com/images/M/MV5BMjA0OTU5ODgyOF5BMl5BanBnXkFtZTcwODczNDgyMQ@@._V1_UX182_CR0,0,182,268_AL_.jpg"
2364,2364,Panic in the Streets (1950),1950,http://www.imdb.com/title/tt0042832,7.4,Crime,Drama,Film-Noir,Elia Kazan,Richard Widmark,Paul Douglas,Barbara Bel Geddes,"https://images-na.ssl-images-amazon.com/images/M/MV5BMzU3OTE5NTYtZjBkMS00ZDVhLWI1NmUtZGMwMTcxNGZiNDhlL2ltYWdlL2ltYWdlXkEyXkFqcGdeQXVyNjc1NTYyMjg@._V1_UX182_CR0,0,182,268_AL_.jpg"
2365,2365,Pom Poko (1994),1994,http://www.imdb.com/title/tt0110008,7.4,Animation,Comedy,Drama,Isao Takahata,ShinchĂ´ Kokontei,Makoto Nonomura,Yuriko Ishida,"https://images-na.ssl-images-amazon.com/images/M/MV5BNDM3MDc3OTk4MF5BMl5BanBnXkFtZTcwMzQ2ODIyNw@@._V1_UY268_CR3,0,182,268_AL_.jpg"
2366,2366,Zu: Warriors from the Magic Mountain (1983),1983,http://www.imdb.com/title/tt0086308,6.7,Action,Adventure,Fantasy,Hark Tsui,Biao Yuen,Hoi Mang,Adam Cheng,"https://images-na.ssl-images-amazon.com/images/M/MV5BMTYwNzU5MTk2Nl5BMl5BanBnXkFtZTgwNDk1MzY3MjE@._V1_UY268_CR32,0,182,268_AL_.jpg"
2367,2367,Memories (1995),1995,http://www.imdb.com/title/tt0113799,7.6,Animation,Fantasy,Sci-Fi,KĂ´ji Morimoto,Shigeru Chiba,Hisao Egawa,Kayoko Fujii,"https://images-na.ssl-images-amazon.com/images/M/MV5BMmRhM2MyYmMtZGM3MS00NWIwLTk3OGItYTQxZTEzMDg3ZGY5L2ltYWdlXkEyXkFqcGdeQXVyNzc5MjA3OA@@._V1_UY268_CR3,0,182,268_AL_.jpg"
2368,2368,Dust to Glory (2005),2005,http://www.imdb.com/title/tt0386423,7.5,Documentary,Action,Adventure,Dana Brown,Chad McQueen,Mario Andretti,Sal Fish,"https://images-na.ssl-images-amazon.com/images/M/MV5BMTU4OTE3MDQxMl5BMl5BanBnXkFtZTcwOTQxNzgyMQ@@._V1_UX182_CR0,0,182,268_AL_.jpg"
2369,2369,Sahara (2005),2005,http://www.imdb.com/title/tt0318649,6,Action,Adventure,Comedy,Breck Eisner,Matthew McConaughey,PenĂ©lope Cruz,Steve Zahn,"https://images-na.ssl-images-amazon.com/images/M/MV5BMjExOTM4NDUzNV5BMl5BanBnXkFtZTcwOTgzNzczMw@@._V1_UX182_CR0,0,182,268_AL_.jpg"
2370,2370,Fever Pitch (2005),2005,http://www.imdb.com/title/tt0332047,6.2,Comedy,Drama,Romance,Bobby Farrelly,Drew Barrymore,Jimmy Fallon,Jason Spevack,"https://images-na.ssl-images-amazon.com/images/M/MV5BMTMyNTE4ODA2N15BMl5BanBnXkFtZTcwNzg5ODUyMw@@._V1_UX182_CR0,0,182,268_AL_.jpg"
2371,2371,Electra Glide in Blue (1973),1973,http://www.imdb.com/title/tt0070022,7.2,Crime,Drama,Mystery,James William Guercio,Robert Blake,Billy Green Bush,Mitchell Ryan,"https://images-na.ssl-images-amazon.com/images/M/MV5BMTM2MzYzNTA5NV5BMl5BanBnXkFtZTcwNzM5NjYzNA@@._V1_UX182_CR0,0,182,268_AL_.jpg"
